Atomic Ratio_sum,Atomic Ratio_max,Atomic Ratio_min,Atomic Ratio_diff,Atomic Number_sum,Atomic Number_max,Atomic Number_min,Atomic Number_diff,Atomic Weight_sum,Atomic Weight_max,Atomic Weight_min,Atomic Weight_diff,Atomic Radius_sum,Atomic Radius_max,Atomic Radius_min,Atomic Radius_diff,EN pauling_sum,EN pauling_max,EN pauling_min,EN pauling_diff,Valence Electron_sum,Valence Electron_max,Valence Electron_min,Valence Electron_diff,Ionization Energy_sum,Ionization Energy_max,Ionization Energy_min,Ionization Energy_diff,ARW_Atomic Number_sum,ARW_Atomic Number_max,ARW_Atomic Number_min,ARW_Atomic Number_diff,ARW_Atomic Weight_sum,ARW_Atomic Weight_max,ARW_Atomic Weight_min,ARW_Atomic Weight_diff,ARW_Atomic Radius_sum,ARW_Atomic Radius_max,ARW_Atomic Radius_min,ARW_Atomic Radius_diff,ARW_EN pauling_sum,ARW_EN pauling_max,ARW_EN pauling_min,ARW_EN pauling_diff,ARW_Valence Electron_sum,ARW_Valence Electron_max,ARW_Valence Electron_min,ARW_Valence Electron_diff,ARW_Ionization Energy_sum,ARW_Ionization Energy_max,ARW_Ionization Energy_min,ARW_Ionization Energy_diff,Temp. (K),Excitation source (nm),Monitoring energy (nm),Log10 Decay time ( log10[ns]),Formula
17.3,12,0.3,11.7,166,74,8,66,396.758908,183.84,15.999,167.841,540,185,60,125,6.5,3.44,0,3.44,17,6,2,4,33.713959,13.618054,5.670385,7.947669,378.9,222,18.9,203.1,879.009016,551.52,45.5892,505.9308,1500.5,720,55.5,664.5,49.1,41.28,0,41.28,96.6,72,0.6,71.4,201.8328335,163.416648,1.7011155,161.7155325,298,264,617,5.609594409,Sc2W3O12Eu0.3
6.05,4,0.05,3.95,151,63,8,55,351.533,151.964,15.999,135.965,590,200,60,140,6.55,3.44,0,3.44,16,6,2,4,32.0757362,13.618054,5.670385,7.947669,115.15,42,3.15,38.85,255.1642,95.95,7.5982,88.3518,594.25,240,9.25,230.75,16.87,13.76,0,13.76,32.1,24,0.1,23.9,67.54303245,54.472216,0.28351925,54.18869675,298,272,617,5.707570176,SrMoO4Eu0.05
12,8,0.1,7.9,212,74,3,71,515.993,183.84,6.94,176.9,705,185,60,125,7.32,3.44,0,3.44,17,6,1,5,38.69397976,13.618054,5.391714761,8.226339239,278.9,148,3,145,659.3334,367.68,6.94,360.74,1075.5,480,18.5,461.5,32.98,27.52,0,27.52,63,48,0.2,47.8,136.1660617,108.944432,0.5670385,108.3773935,298,395,617,5.728353782,LiGd0.9W2O8Eu0.1
6.04,4,0.04,3.96,165,74,8,66,391.881,183.84,15.999,167.841,560,185,60,125,6.14,3.44,0,3.44,16,6,2,4,33.2656242,13.618054,5.670385,7.947669,128.52,74,2.52,71.48,293.99256,183.84,6.07856,177.76144,562.4,240,7.4,232.6,16.46,13.76,0,13.76,32.08,24,0.08,23.92,68.6762166,54.472216,0.2268154,54.2454006,298,276,617,5.742489465,CaWO4Eu0.04
12,8,0.2,7.8,212,74,3,71,515.993,183.84,6.94,176.9,705,185,60,125,7.32,3.44,0,3.44,17,6,1,5,38.69397976,13.618054,5.391714761,8.226339239,278.8,148,3,145,658.8048,367.68,6.94,360.74,1076,480,37,443,32.86,27.52,0,27.52,63,48,0.4,47.6,136.1181206,108.944432,1.134077,107.810355,298,395,617,5.754348336,LiGd0.8W2O8Eu0.2
12,8,1,7,148,74,3,71,358.743,183.84,6.94,176.9,525,185,60,125,6.12,3.44,0,3.44,15,6,1,5,32.54418376,13.618054,5.391714761,8.226339239,278,148,3,145,654.576,367.68,6.94,360.74,1080,480,145,335,31.9,27.52,0,27.52,63,48,1,47,135.7345918,108.944432,5.391714761,103.5527172,298,395,617,5.759667845,LiW2O8Eu1
18,12,1,11,188,63,8,55,440.3383,151.964,15.999,135.965,825,220,60,160,7.31,3.44,0,3.44,17,6,1,5,35.93319654,13.618054,4.34066354,9.27739046,360,126,19,107,808.2273,287.85,39.0983,248.7517,1775,720,185,535,49.47,41.28,0,41.28,95,72,1,71,199.9166505,163.416648,4.34066354,159.0759845,298,395,617,5.760422483,KBaMo3O12Eu1
18,12,0.1,11.9,252,64,8,56,597.5883,157.25,15.999,141.251,1005,220,60,160,8.51,3.44,0,3.44,19,6,1,5,42.08299254,13.618054,4.34066354,9.27739046,360.1,126,6.4,119.6,808.7559,287.85,15.725,272.125,1774.5,720,18,702,49.59,41.28,0,41.28,95,72,0.2,71.8,199.9645916,163.416648,0.6149796,162.8016684,298,395,617,5.770115295,KBaGd0.1Mo3O12Eu0.9
18,12,0.2,11.8,252,64,8,56,597.5883,157.25,15.999,141.251,1005,220,60,160,8.51,3.44,0,3.44,19,6,1,5,42.08299254,13.618054,4.34066354,9.27739046,360.2,126,12.8,113.2,809.2845,287.85,31.45,256.4,1774,720,36,684,49.71,41.28,0,41.28,95,72,0.4,71.6,200.0125327,163.416648,1.2299592,162.1866888,298,395,617,5.773054693,KBaGd0.2Mo3O12Eu0.8
18,12,0.4,11.6,252,64,8,56,597.5883,157.25,15.999,141.251,1005,220,60,160,8.51,3.44,0,3.44,19,6,1,5,42.08299254,13.618054,4.34066354,9.27739046,360.4,126,19,107,810.3417,287.85,39.0983,248.7517,1773,720,72,648,49.95,41.28,0,41.28,95,72,0.8,71.2,200.1084149,163.416648,2.4599184,160.9567296,298,395,617,5.773786445,KBaGd0.4Mo3O12Eu0.6
18,12,0.3,11.7,252,64,8,56,597.5883,157.25,15.999,141.251,1005,220,60,160,8.51,3.44,0,3.44,19,6,1,5,42.08299254,13.618054,4.34066354,9.27739046,360.3,126,19,107,809.8131,287.85,39.0983,248.7517,1773.5,720,54,666,49.83,41.28,0,41.28,95,72,0.6,71.4,200.0604738,163.416648,1.8449388,161.5717092,298,395,617,5.77524626,KBaGd0.3Mo3O12Eu0.7
18,12,0.5,11.5,252,64,8,56,597.5883,157.25,15.999,141.251,1005,220,60,160,8.51,3.44,0,3.44,19,6,1,5,42.08299254,13.618054,4.34066354,9.27739046,360.5,126,19,107,810.8703,287.85,39.0983,248.7517,1772.5,720,90,630,50.07,41.28,0,41.28,95,72,1,71,200.156356,163.416648,2.8351925,160.5814555,298,395,617,5.775974331,KBaGd0.5Mo3O12Eu0.5
13,8,0.05,7.95,203,64,8,56,475.1265313,157.25,15.999,141.251,850,185,60,125,9.92,3.44,0,3.44,22,6,1,5,48.1564277,13.618054,5.1390767,8.4789773,206.95,64,3.15,60.85,457.8810006,149.3875,7.5982,141.7893,1265.25,480,9.25,470.75,34.87,27.52,0,27.52,63,48,0.1,47.9,142.9275269,108.944432,0.28351925,108.6609128,298,396,617,5.785329835,Na2Gd0.95PO8MoEu0.05
13,8,0.4,7.6,203,64,8,56,475.1265313,157.25,15.999,141.251,850,185,60,125,9.92,3.44,0,3.44,22,6,1,5,48.1564277,13.618054,5.1390767,8.4789773,206.6,64,15,49,456.0309006,127.992,30.973762,97.018238,1267,480,74,406,34.45,27.52,0,27.52,63,48,0.8,47.2,142.759733,108.944432,2.268154,106.676278,298,396,617,5.787460475,Na2Gd0.6PO8MoEu0.4
13,8,0.3,7.7,203,64,8,56,475.1265313,157.25,15.999,141.251,850,185,60,125,9.92,3.44,0,3.44,22,6,1,5,48.1564277,13.618054,5.1390767,8.4789773,206.7,64,15,49,456.5595006,127.992,30.973762,97.018238,1266.5,480,55.5,424.5,34.57,27.52,0,27.52,63,48,0.6,47.4,142.8076741,108.944432,1.7011155,107.2433165,298,396,617,5.788168371,Na2Gd0.7PO8MoEu0.3
13,8,0.1,7.9,203,64,8,56,475.1265313,157.25,15.999,141.251,850,185,60,125,9.92,3.44,0,3.44,22,6,1,5,48.1564277,13.618054,5.1390767,8.4789773,206.9,64,6.3,57.7,457.6167006,141.525,15.1964,126.3286,1265.5,480,18.5,461.5,34.81,27.52,0,27.52,63,48,0.2,47.8,142.9035563,108.944432,0.5670385,108.3773935,298,396,617,5.790988475,Na2Gd0.9PO8MoEu0.1
13,8,0.5,7.5,203,64,8,56,475.1265313,157.25,15.999,141.251,850,185,60,125,9.92,3.44,0,3.44,22,6,1,5,48.1564277,13.618054,5.1390767,8.4789773,206.5,64,15,49,455.5023006,127.992,30.973762,97.018238,1267.5,480,90,390,34.33,27.52,0,27.52,63,48,1,47,142.7117919,108.944432,2.8351925,106.1092395,298,396,617,5.7930916,Na2Gd0.5PO8MoEu0.5
12,8,0.4,7.6,212,74,3,71,515.993,183.84,6.94,176.9,705,185,60,125,7.32,3.44,0,3.44,17,6,1,5,38.69397976,13.618054,5.391714761,8.226339239,278.6,148,3,145,657.7476,367.68,6.94,360.74,1077,480,74,406,32.62,27.52,0,27.52,63,48,0.8,47.2,136.0222384,108.944432,2.268154,106.676278,298,395,617,5.7930916,LiGd0.6W2O8Eu0.4
13,8,0.3,7.7,203,64,8,56,475.1265313,157.25,15.999,141.251,850,185,60,125,9.92,3.44,0,3.44,22,6,1,5,48.1564277,13.618054,5.1390767,8.4789773,206.3,64,15,49,454.4451006,127.992,30.973762,97.018238,1268.5,480,54,426,34.09,27.52,0,27.52,63,48,0.6,47.4,142.6159097,108.944432,1.8449388,107.0994932,298,396,617,5.793790385,Na2Gd0.3PO8MoEu0.7
13,8,0.1,7.9,203,64,8,56,475.1265313,157.25,15.999,141.251,850,185,60,125,9.92,3.44,0,3.44,22,6,1,5,48.1564277,13.618054,5.1390767,8.4789773,206.1,64,6.4,57.6,453.3879006,136.7676,15.725,121.0426,1269.5,480,18,462,33.85,27.52,0,27.52,63,48,0.2,47.8,142.5200275,108.944432,0.6149796,108.3294524,298,396,617,5.796574333,Na2Gd0.1PO8MoEu0.9
13,8,0.4,7.6,203,64,8,56,475.1265313,157.25,15.999,141.251,850,185,60,125,9.92,3.44,0,3.44,22,6,1,5,48.1564277,13.618054,5.1390767,8.4789773,206.4,64,15,49,454.9737006,127.992,30.973762,97.018238,1268,480,72,408,34.21,27.52,0,27.52,63,48,0.8,47.2,142.6638508,108.944432,2.4599184,106.4845136,298,396,617,5.797959644,Na2Gd0.4PO8MoEu0.6
13,8,0.2,7.8,203,64,8,56,475.1265313,157.25,15.999,141.251,850,185,60,125,9.92,3.44,0,3.44,22,6,1,5,48.1564277,13.618054,5.1390767,8.4789773,206.8,64,12.6,51.4,457.0881006,127.992,30.3928,97.5992,1266,480,37,443,34.69,27.52,0,27.52,63,48,0.4,47.6,142.8556152,108.944432,1.134077,107.810355,298,396,617,5.80140371,Na2Gd0.8PO8MoEu0.2
13,8,1,7,139,63,8,55,317.8765313,151.964,15.999,135.965,670,185,60,125,8.72,3.44,0,3.44,20,6,1,5,42.0066317,13.618054,5.1390767,8.4789773,206,64,15,49,452.8593006,151.964,30.973762,120.990238,1270,480,100,380,33.73,27.52,0,27.52,63,48,2,46,142.4720864,108.944432,5.670385,103.274047,298,396,617,5.802773725,Na2PO8MoEu1
12,8,0.4,7.6,212,74,3,71,515.993,183.84,6.94,176.9,705,185,60,125,7.32,3.44,0,3.44,17,6,1,5,38.69397976,13.618054,5.391714761,8.226339239,278.4,148,3,145,656.6904,367.68,6.94,360.74,1078,480,72,408,32.38,27.52,0,27.52,63,48,0.8,47.2,135.9263562,108.944432,2.4599184,106.4845136,298,395,617,5.804139432,LiGd0.4W2O8Eu0.6
13,8,0.2,7.8,203,64,8,56,475.1265313,157.25,15.999,141.251,850,185,60,125,9.92,3.44,0,3.44,22,6,1,5,48.1564277,13.618054,5.1390767,8.4789773,206.2,64,12.8,51.2,453.9165006,127.992,30.973762,97.018238,1269,480,36,444,33.97,27.52,0,27.52,63,48,0.4,47.6,142.5679686,108.944432,1.2299592,107.7144728,298,396,617,5.814913181,Na2Gd0.2PO8MoEu0.8
12,8,0.2,7.8,212,74,3,71,515.993,183.84,6.94,176.9,705,185,60,125,7.32,3.44,0,3.44,17,6,1,5,38.69397976,13.618054,5.391714761,8.226339239,278.2,148,3,145,655.6332,367.68,6.94,360.74,1079,480,36,444,32.14,27.52,0,27.52,63,48,0.4,47.6,135.830474,108.944432,1.2299592,107.7144728,298,395,617,5.833784375,LiGd0.2W2O8Eu0.8
7,4,0.3,3.7,143,63,8,55,327.7256093,151.964,15.999,135.965,745,185,60,125,7.13,3.44,0,3.44,16,6,1,5,37.4728957,13.618054,5.1390767,8.4789773,111.2,32,11,21,242.6760573,63.996,22.98976928,41.00623072,741.5,240,55.5,184.5,17.084,13.76,0,13.76,31.7,24,0.6,23.4,72.4926102,54.472216,1.7011155,52.7711005,298,287,617,5.929418926,NaY0.7TiO4Eu0.3
7,4,0.3,3.7,168,64,8,56,396.0697693,157.25,15.999,141.251,745,185,60,125,7.11,3.44,0,3.44,15,6,1,5,37.4054317,13.618054,5.1390767,8.4789773,128.7,44.8,11,33.8,290.5169693,110.075,22.98976928,87.08523072,741.5,240,55.5,184.5,17.07,13.76,0,13.76,31,24,0.6,23.4,72.4453854,54.472216,1.7011155,52.7711005,298,287,617,5.934498451,NaGd0.7TiO4Eu0.3
10.3,6,0.3,5.7,161,63,8,55,383.183,151.964,15.999,135.965,585,200,60,140,6.49,3.44,0,3.44,16,6,2,4,33.9929662,13.618054,5.670385,7.947669,232.9,114,18.9,95.1,532.0432,262.86,45.5892,217.2708,1155.5,600,55.5,544.5,25.59,20.64,0,20.64,48.6,36,0.6,35.4,109.5037011,81.708324,1.7011155,80.0072085,298,394,617,6.002597981,Sr3TeO6Eu0.3
10.25,6,0.25,5.75,161,63,8,55,383.183,151.964,15.999,135.965,585,200,60,140,6.49,3.44,0,3.44,16,6,2,4,33.9929662,13.618054,5.670385,7.947669,229.75,114,15.75,98.25,524.445,262.86,37.991,224.869,1146.25,600,46.25,553.75,25.59,20.64,0,20.64,48.5,36,0.5,35.5,109.2201819,81.708324,1.41759625,80.29072775,298,394,617,6.027757205,Sr3TeO6Eu0.25
10.5,6,0.25,5.75,172,63,8,55,406.1727693,151.964,15.999,135.965,765,200,60,140,7.42,3.44,0,3.44,17,6,1,5,39.1320429,13.618054,5.1390767,8.4789773,232.5,114,2.75,111.25,530.1924423,262.86,5.74744232,257.1125577,1191.25,600,45,555,25.8225,20.64,0,20.64,48.75,36,0.25,35.75,110.504951,81.708324,1.284769175,80.42355483,298,394,617,6.031408464,Sr3TeO6Na0.25Eu0.25
10.2,6,0.2,5.8,161,63,8,55,383.183,151.964,15.999,135.965,585,200,60,140,6.49,3.44,0,3.44,16,6,2,4,33.9929662,13.618054,5.670385,7.947669,226.6,114,12.6,101.4,516.8468,262.86,30.3928,232.4672,1137,600,37,563,25.59,20.64,0,20.64,48.4,36,0.4,35.6,108.9366626,81.708324,1.134077,80.574247,298,394,617,6.042181595,Sr3TeO6Eu0.2
10.15,6,0.15,5.85,161,63,8,55,383.183,151.964,15.999,135.965,585,200,60,140,6.49,3.44,0,3.44,16,6,2,4,33.9929662,13.618054,5.670385,7.947669,223.45,114,9.45,104.55,509.2486,262.86,22.7946,240.0654,1127.75,600,27.75,572.25,25.59,20.64,0,20.64,48.3,36,0.3,35.7,108.6531434,81.708324,0.85055775,80.85776625,298,394,617,6.058805487,Sr3TeO6Eu0.15
7,4,0.3,3.7,176,64,8,56,412.1783,157.25,15.999,141.251,785,220,60,160,7,3.44,0,3.44,15,6,1,5,36.60701854,13.618054,4.34066354,9.27739046,136.7,44.8,18.9,25.9,306.6255,110.075,39.0983,70.9767,781.5,240,55.5,184.5,16.96,13.76,0,13.76,31,24,0.6,23.4,71.64697224,54.472216,1.7011155,52.7711005,298,395,617,6.06069784,KGd0.7TiO4Eu0.3
42,26,2,24,237,63,8,55,561.18631,151.964,15.999,135.965,945,215,60,155,8.55,3.44,0,3.44,20,6,2,4,44.445946,13.618054,5.211664,8.40639,816.8,208,84,124,1841.723416,415.974,168.51,247.464,4138,1560,430,1130,109.164,89.44,0,89.44,205.6,156,4,152,460.291546,354.069404,10.423328,343.646076,298,397,617,6.068185862,Ba2Y3.2La2.4Si6O26Eu2.4
10.5,6,0.25,5.75,164,63,3,60,390.123,151.964,6.94,145.024,730,200,60,140,7.47,3.44,0,3.44,17,6,1,5,39.38468096,13.618054,5.391714761,8.226339239,230.5,114,0.75,113.25,526.18,262.86,1.735,261.125,1182.5,600,36.25,563.75,25.835,20.64,0,20.64,48.75,36,0.25,35.75,110.5681105,81.708324,1.34792869,80.36039531,298,394,617,6.169380495,Sr3TeO6Li0.25Eu0.25
10.5,6,0.25,5.75,180,63,8,55,422.2813,151.964,15.999,135.965,805,220,60,160,7.31,3.44,0,3.44,17,6,1,5,38.33362974,13.618054,4.34066354,9.27739046,234.5,114,4.75,109.25,534.219575,262.86,9.774575,253.085425,1201.25,600,46.25,553.75,25.795,20.64,0,20.64,48.75,36,0.25,35.75,110.3053477,81.708324,1.085165885,80.62315812,298,394,617,6.230448921,Sr3TeO6K0.25Eu0.25
11.02,7,0.02,6.98,142,63,8,55,331.3185,151.964,15.999,135.965,535,185,60,125,6.76,3.44,0,3.44,25,12,2,10,35.028448,13.618054,5.670385,7.947669,199.26,96,1.26,94.74,441.74328,224.828,3.03928,221.78872,1003.7,420,3.7,416.3,30.72,24.08,0,24.08,76.04,42,0.04,41.96,126.9198037,95.326378,0.1134077,95.2129703,298,375,618,5.707570176,Cd2V2O7Eu0.02
10.3,6,0.1,5.9,241,74,3,71,567.90384,183.84,6.94,176.9,1000,185,60,125,10.81,3.44,0,3.44,26,6,1,5,53.50010876,13.618054,5.391714761,8.226339239,191.7,66.6,3,63.6,436.78504,165.456,6.94,158.516,1026.5,360,14.5,345.5,25.896,20.64,0,20.64,48.6,36,0.6,35.4,110.4515193,81.708324,0.709243,80.999081,298,395,618,5.71432976,LiYMgW0.9Mo0.1O6Eu0.3
10.3,6,0.3,5.7,199,74,3,71,471.95384,183.84,6.94,176.9,855,185,60,125,8.65,3.44,0,3.44,20,6,1,5,46.40767876,13.618054,5.391714761,8.226339239,194.9,74,3,71,445.57404,183.84,6.94,176.9,1025.5,360,55.5,304.5,25.85,20.64,0,20.64,48.6,36,0.6,35.4,110.5286793,81.708324,1.7011155,80.0072085,298,395,618,5.719331287,LiYMgWO6Eu0.3
5.25,3,0.25,2.75,187,83,8,75,447.8001693,208.9804,15.999,192.9814,725,185,60,125,7.81,3.44,0,3.44,18,6,1,5,38.5411517,13.618054,5.1390767,8.4789773,108.75,41.5,5.5,36,249.8400846,104.4902,11.49488464,92.99531536,536.25,180,46.25,133.75,13.275,10.32,0,10.32,25.5,18,0.5,17.5,55.3121746,40.854162,1.41759625,39.43656575,298,464,618,5.770852012,Bi0.5Na0.5TiO3Eu0.25
11.06,7,0.02,6.98,145,63,3,60,338.2585,151.964,6.94,145.024,680,185,60,125,7.74,3.44,0,3.44,26,12,1,11,40.42016276,13.618054,5.391714761,8.226339239,199.38,96,0.12,95.88,442.02088,224.828,0.2776,224.5504,1009.5,420,3.7,416.3,30.7592,24.08,0,24.08,76.08,42,0.04,41.96,127.1354723,95.326378,0.1134077,95.2129703,298,375,618,5.916453949,Cd2V2O7Li0.04Eu0.02
12.12,8,0.12,7.88,166,63,8,55,380.90384,151.964,15.999,135.965,680,185,60,125,8.72,3.44,0,3.44,21,6,2,4,40.749812,13.618054,5.670385,7.947669,205.56,78,7.56,70.44,448.07436,177.81168,18.23568,159.576,1117.2,480,22.2,457.8,34.02,27.52,0,27.52,64.24,48,0.24,47.76,137.3035112,108.944432,0.6804462,108.2639858,298,395,618,6.024965671,Y2MoSiO8Eu0.12
2.004,1,0.004,0.996,101,63,8,55,233.343,151.964,15.999,135.965,380,185,60,125,5.09,3.44,0,3.44,20,12,2,10,28.682638,13.618054,5.670385,7.947669,38.252,30,0.252,29.748,81.986856,65.38,0.607856,64.772144,195.74,135,0.74,134.26,5.09,3.44,0,3.44,18.008,12,0.008,11.992,23.03493454,13.618054,0.02268154,13.59537246,298,466,618,6.115943177,ZnOEu0.004
17,11,1,10,150,63,8,55,356.2315,151.964,15.999,135.965,595,215,60,155,5.96,3.44,0,3.44,15,6,2,4,31.24629,13.618054,5.211664,8.40639,332,112,63,49,755.4315,274.654,151.964,122.69,1680,660,185,475,44.51,37.84,0,37.84,87,66,2,64,186.130868,149.798594,5.670385,144.128209,298,394,619,5.278753601,Ba2V3O11Eu1
17,11,0.2,10.8,233,83,8,75,565.2119,208.9804,15.999,192.9814,755,215,60,155,7.86,3.44,0,3.44,20,6,2,4,38.531806,13.618054,5.211664,8.40639,336,112,16.6,95.4,766.83478,274.654,41.79608,232.85792,1675,660,32,628,44.89,37.84,0,37.84,87.6,66,1,65,186.4538942,149.798594,1.4571032,148.3414908,298,394,619,5.755874856,Ba2Bi0.2V3O11Eu0.8
17,11,0.4,10.6,233,83,8,75,565.2119,208.9804,15.999,192.9814,755,215,60,155,7.86,3.44,0,3.44,20,6,2,4,38.531806,13.618054,5.211664,8.40639,340,112,33.2,78.8,778.23806,274.654,83.59216,191.06184,1670,660,64,596,45.27,37.84,0,37.84,88.2,66,1.2,64.8,186.7769204,149.798594,2.9142064,146.8843876,298,394,619,5.982271233,Ba2Bi0.4V3O11Eu0.6
17,11,0.2,10.8,233,83,8,75,565.2119,208.9804,15.999,192.9814,755,215,60,155,7.86,3.44,0,3.44,20,6,2,4,38.531806,13.618054,5.211664,8.40639,348,112,12.6,99.4,801.04462,274.654,30.3928,244.2612,1660,660,37,623,46.03,37.84,0,37.84,89.4,66,0.4,65.6,187.4229728,149.798594,1.134077,148.664517,298,394,619,6,Ba2Bi0.8V3O11Eu0.2
17,11,0.4,10.6,233,83,8,75,565.2119,208.9804,15.999,192.9814,755,215,60,155,7.86,3.44,0,3.44,20,6,2,4,38.531806,13.618054,5.211664,8.40639,344,112,25.2,86.8,789.64134,274.654,60.7856,213.8684,1665,660,74,586,45.65,37.84,0,37.84,88.8,66,0.8,65.2,187.0999466,149.798594,2.268154,147.53044,298,394,619,6,Ba2Bi0.6V3O11Eu0.4
17,11,0.05,10.95,233,83,8,75,565.2119,208.9804,15.999,192.9814,755,215,60,155,7.86,3.44,0,3.44,20,6,2,4,38.531806,13.618054,5.211664,8.40639,351,112,3.15,108.85,809.59708,274.654,7.5982,267.0558,1656.25,660,9.25,650.75,46.315,37.84,0,37.84,89.85,66,0.1,65.9,187.6652425,149.798594,0.28351925,149.5150748,298,394,619,6.017033339,Ba2Bi0.95V3O11Eu0.05
12.5,7,0.5,6.5,126,63,5,58,290.6686093,151.964,10.81,141.154,690,185,60,125,7.63,3.44,0,3.44,15,6,1,5,38.9427947,13.618054,5.1390767,8.4789773,158.5,56,10,46,344.4803786,111.993,21.62,90.373,1222.5,420,92.5,327.5,31.24,24.08,0,24.08,54,42,1,41,131.2530219,95.326378,2.8351925,92.4911855,298,395,619,6.178976947,Na2YB2O7Eu0.5
12.55,7,0.45,6.55,126,63,5,58,290.6686093,151.964,10.81,141.154,690,185,60,125,7.63,3.44,0,3.44,15,6,1,5,38.9427947,13.618054,5.1390767,8.4789773,159.25,56,10,46,345.7727626,111.993,21.62,90.373,1231.25,420,83.25,336.75,31.362,24.08,0,24.08,54.2,42,0.9,41.1,131.5912287,95.326378,2.55167325,92.77470475,298,395,619,6.190331698,Na2Y1.1B2O7Eu0.45
12.65,7,0.35,6.65,126,63,5,58,290.6686093,151.964,10.81,141.154,690,185,60,125,7.63,3.44,0,3.44,15,6,1,5,38.9427947,13.618054,5.1390767,8.4789773,160.75,56,10,46,348.3575306,115.577592,21.62,93.957592,1248.75,420,64.75,355.25,31.606,24.08,0,24.08,54.6,42,0.7,41.3,132.2676422,95.326378,1.98463475,93.34174325,298,395,619,6.201397124,Na2Y1.3B2O7Eu0.35
12.75,7,0.25,6.75,126,63,5,58,290.6686093,151.964,10.81,141.154,690,185,60,125,7.63,3.44,0,3.44,15,6,1,5,38.9427947,13.618054,5.1390767,8.4789773,162.25,58.5,10,48.5,350.9422986,133.35876,21.62,111.73876,1266.25,420,46.25,373.75,31.85,24.08,0,24.08,55,42,0.5,41.5,132.9440557,95.326378,1.41759625,93.90878175,298,395,619,6.227886705,Na2Y1.5B2O7Eu0.25
12.85,7,0.15,6.85,126,63,5,58,290.6686093,151.964,10.81,141.154,690,185,60,125,7.63,3.44,0,3.44,15,6,1,5,38.9427947,13.618054,5.1390767,8.4789773,163.75,66.3,9.45,56.85,353.5270666,151.139928,21.62,129.519928,1283.75,420,27.75,392.25,32.094,24.08,0,24.08,55.4,42,0.3,41.7,133.6204692,95.326378,0.85055775,94.47582025,298,395,619,6.23299611,Na2Y1.7B2O7Eu0.15
12.95,7,0.05,6.95,126,63,5,58,290.6686093,151.964,10.81,141.154,690,185,60,125,7.63,3.44,0,3.44,15,6,1,5,38.9427947,13.618054,5.1390767,8.4789773,165.25,74.1,3.15,70.95,356.1118346,168.921096,7.5982,161.322896,1301.25,420,9.25,410.75,32.338,24.08,0,24.08,55.8,42,0.1,41.9,134.2968827,95.326378,0.28351925,95.04285875,298,395,619,6.235528447,Na2Y1.9B2O7Eu0.05
45.64,28,0.14,27.86,136,63,8,55,310.861762,151.964,15.999,135.965,695,200,60,140,7.89,3.44,0,3.44,17,6,2,4,43.1162272,13.618054,5.670385,7.947669,697.82,342,8.82,333.18,1511.100794,788.58,21.27496,767.30504,4430.9,1800,25.9,1774.1,122.165,96.32,0,96.32,224.28,168,0.28,167.72,518.2293252,381.305512,0.7938539,380.5116581,298,460,620,3.180985581,Sr9Mg1.5P7O28Eu0.14
45.62,28,0.12,27.88,136,63,8,55,310.861762,151.964,15.999,135.965,695,200,60,140,7.89,3.44,0,3.44,17,6,2,4,43.1162272,13.618054,5.670385,7.947669,696.56,342,7.56,334.44,1508.061514,788.58,18.23568,770.34432,4427.2,1800,22.2,1777.8,122.165,96.32,0,96.32,224.24,168,0.24,167.76,518.1159175,381.305512,0.6804462,380.6250658,298,460,620,3.219584526,Sr9Mg1.5P7O28Eu0.12
45.6,28,0.1,27.9,136,63,8,55,310.861762,151.964,15.999,135.965,695,200,60,140,7.89,3.44,0,3.44,17,6,2,4,43.1162272,13.618054,5.670385,7.947669,695.3,342,6.3,335.7,1505.022234,788.58,15.1964,773.3836,4423.5,1800,18.5,1781.5,122.165,96.32,0,96.32,224.2,168,0.2,167.8,518.0025098,381.305512,0.5670385,380.7384735,298,460,620,3.256717746,Sr9Mg1.5P7O28Eu0.1
45.58,28,0.08,27.92,136,63,8,55,310.861762,151.964,15.999,135.965,695,200,60,140,7.89,3.44,0,3.44,17,6,2,4,43.1162272,13.618054,5.670385,7.947669,694.04,342,5.04,336.96,1501.982954,788.58,12.15712,776.42288,4419.8,1800,14.8,1785.2,122.165,96.32,0,96.32,224.16,168,0.16,167.84,517.8891021,381.305512,0.4536308,380.8518812,298,460,620,3.295347148,Sr9Mg1.5P7O28Eu0.08
45.56,28,0.06,27.94,136,63,8,55,310.861762,151.964,15.999,135.965,695,200,60,140,7.89,3.44,0,3.44,17,6,2,4,43.1162272,13.618054,5.670385,7.947669,692.78,342,3.78,338.22,1498.943674,788.58,9.11784,779.46216,4416.1,1800,11.1,1788.9,122.165,96.32,0,96.32,224.12,168,0.12,167.88,517.7756944,381.305512,0.3402231,380.9652889,298,460,620,3.329397879,Sr9Mg1.5P7O28Eu0.06
45.54,28,0.04,27.96,136,63,8,55,310.861762,151.964,15.999,135.965,695,200,60,140,7.89,3.44,0,3.44,17,6,2,4,43.1162272,13.618054,5.670385,7.947669,691.52,342,2.52,339.48,1495.904394,788.58,6.07856,782.50144,4412.4,1800,7.4,1792.6,122.165,96.32,0,96.32,224.08,168,0.08,167.92,517.6622867,381.305512,0.2268154,381.0786966,298,460,620,3.355834496,Sr9Mg1.5P7O28Eu0.04
