Atomic Ratio_sum,Atomic Ratio_max,Atomic Ratio_min,Atomic Ratio_diff,Atomic Number_sum,Atomic Number_max,Atomic Number_min,Atomic Number_diff,Atomic Weight_sum,Atomic Weight_max,Atomic Weight_min,Atomic Weight_diff,Atomic Radius_sum,Atomic Radius_max,Atomic Radius_min,Atomic Radius_diff,EN pauling_sum,EN pauling_max,EN pauling_min,EN pauling_diff,Valence Electron_sum,Valence Electron_max,Valence Electron_min,Valence Electron_diff,Ionization Energy_sum,Ionization Energy_max,Ionization Energy_min,Ionization Energy_diff,ARW_Atomic Number_sum,ARW_Atomic Number_max,ARW_Atomic Number_min,ARW_Atomic Number_diff,ARW_Atomic Weight_sum,ARW_Atomic Weight_max,ARW_Atomic Weight_min,ARW_Atomic Weight_diff,ARW_Atomic Radius_sum,ARW_Atomic Radius_max,ARW_Atomic Radius_min,ARW_Atomic Radius_diff,ARW_EN pauling_sum,ARW_EN pauling_max,ARW_EN pauling_min,ARW_EN pauling_diff,ARW_Valence Electron_sum,ARW_Valence Electron_max,ARW_Valence Electron_min,ARW_Valence Electron_diff,ARW_Ionization Energy_sum,ARW_Ionization Energy_max,ARW_Ionization Energy_min,ARW_Ionization Energy_diff,Temp. (K),Monitoring energy (nm),1st Excitation max. (nm),Formula
20.64,13,0.04,12.96,136,63,8,55,309.25884,151.964,15.999,135.965,685,185,60,125,7.87,3.44,0,3.44,17,6,2,4,41.303617,13.618054,5.670385,7.947669,300.92,140.4,2.52,137.88,642.686584,320.061024,6.07856,313.982464,1915.4,780,7.4,772.6,56.122,44.72,0,44.72,102.88,78,0.08,77.92,231.7449374,177.034702,0.2268154,176.8078866,298,615,393,MgY3.6Si3O13Eu0.04
20.55,13,0.05,12.95,136,63,8,55,309.25884,151.964,15.999,135.965,685,185,60,125,7.87,3.44,0,3.44,17,6,2,4,41.303617,13.618054,5.670385,7.947669,297.65,136.5,3.15,133.35,635.31564,311.17044,7.5982,303.57224,1899.25,780,9.25,770.75,56,44.72,0,44.72,102.6,78,0.1,77.9,231.1799153,177.034702,0.28351925,176.7511828,298,615,393,MgY3.5Si3O13Eu0.05
20.46,13,0.06,12.94,136,63,8,55,309.25884,151.964,15.999,135.965,685,185,60,125,7.87,3.44,0,3.44,17,6,2,4,41.303617,13.618054,5.670385,7.947669,294.38,132.6,3.78,128.82,627.944696,302.279856,9.11784,293.162016,1883.1,780,11.1,768.9,55.878,44.72,0,44.72,102.32,78,0.12,77.88,230.6148931,177.034702,0.3402231,176.6944789,298,615,393,MgY3.4Si3O13Eu0.06
20.37,13,0.07,12.93,136,63,8,55,309.25884,151.964,15.999,135.965,685,185,60,125,7.87,3.44,0,3.44,17,6,2,4,41.303617,13.618054,5.670385,7.947669,291.11,128.7,4.41,124.29,620.573752,293.389272,10.63748,282.751792,1866.95,780,12.95,767.05,55.756,44.72,0,44.72,102.04,78,0.14,77.86,230.049871,177.034702,0.39692695,176.6377751,298,615,393,MgY3.3Si3O13Eu0.07
14,8,0.007,7.993,203,71,8,63,481.4913,174.9668,15.999,158.9678,755,200,60,140,7.02,3.44,0,3.44,17,6,2,4,37.1553642,13.618054,5.425871,8.192183,294.944,114,0.441,113.559,667.5407804,262.86,1.063748,261.796252,1525.07,600,1.295,598.705,34.623,27.52,0,27.52,66,48,0.014,47.986,144.9489902,108.944432,0.039692695,108.9047393,298,615,391,Sr3Lu0.993V2O8Eu0.007
14,8,0.009,7.991,203,71,8,63,481.4913,174.9668,15.999,158.9678,755,200,60,140,7.02,3.44,0,3.44,17,6,2,4,37.1553642,13.618054,5.425871,8.192183,294.928,114,0.567,113.433,667.4947748,262.86,1.367676,261.492324,1525.09,600,1.665,598.335,34.621,27.52,0,27.52,66,48,0.018,47.982,144.9494792,108.944432,0.051033465,108.8933985,298,615,391,Sr3Lu0.991V2O8Eu0.009
14,8,0.02,7.98,203,71,8,63,481.4913,174.9668,15.999,158.9678,755,200,60,140,7.02,3.44,0,3.44,17,6,2,4,37.1553642,13.618054,5.425871,8.192183,294.84,114,1.26,112.74,667.241744,262.86,3.03928,259.82072,1525.2,600,3.7,596.3,34.61,27.52,0,27.52,66,48,0.04,47.96,144.9521689,108.944432,0.1134077,108.8310243,298,615,391,Sr3Lu0.98V2O8Eu0.02
14,8,0.04,7.96,203,71,8,63,481.4913,174.9668,15.999,158.9678,755,200,60,140,7.02,3.44,0,3.44,17,6,2,4,37.1553642,13.618054,5.425871,8.192183,294.68,114,2.52,111.48,666.781688,262.86,6.07856,256.78144,1525.4,600,7.4,592.6,34.59,27.52,0,27.52,66,48,0.08,47.92,144.9570592,108.944432,0.2268154,108.7176166,298,615,391,Sr3Lu0.96V2O8Eu0.04
14,8,0.06,7.94,203,71,8,63,481.4913,174.9668,15.999,158.9678,755,200,60,140,7.02,3.44,0,3.44,17,6,2,4,37.1553642,13.618054,5.425871,8.192183,294.52,114,3.78,110.22,666.321632,262.86,9.11784,253.74216,1525.6,600,11.1,588.9,34.57,27.52,0,27.52,66,48,0.12,47.88,144.9619494,108.944432,0.3402231,108.6042089,298,615,391,Sr3Lu0.94V2O8Eu0.06
6,4,0.07,3.93,151,63,8,55,351.533,151.964,15.999,135.965,590,200,60,140,6.55,3.44,0,3.44,16,6,2,4,32.0757362,13.618054,5.670385,7.947669,113.75,42,4.41,37.59,252.07008,95.95,10.63748,85.31252,583.95,240,12.95,227.05,16.8035,13.76,0,13.76,32,24,0.14,23.86,67.25779945,54.472216,0.39692695,54.07528905,298,615,290,Sr0.93MoO4Eu0.07
4.964,3,0.05,2.95,142,63,8,55,322.9574393,151.964,15.999,135.965,790,220,60,160,6.79,3.44,0,3.44,15,6,1,5,35.52702924,13.618054,4.34066354,9.27739046,81.86,41,3.15,37.85,176.8758177,92.90637,7.5982,85.30817,517.05,180,9.25,170.75,12.71975,10.32,0,10.32,24.014,18,0.1,17.9,52.22877254,40.854162,0.28351925,40.57064275,298,616,465,K0.457Na0.457NbO3Eu0.05
5,3,0.005,2.995,225,83,8,75,531.9378393,208.9804,15.999,192.9814,950,220,60,160,8.69,3.44,0,3.44,20,6,1,5,42.81254524,13.618054,4.34066354,9.27739046,82.74,41,0.415,40.585,178.8830847,92.90637,1.044902,91.861468,524.05,180,0.8,179.2,12.756375,10.32,0,10.32,24.07,18,0.025,17.975,52.41213609,40.854162,0.03642758,40.81773442,298,616,465,K0.4725Na0.4725NbO3Eu0.05Bi0.005
5,3,0.015,2.985,225,83,8,75,531.9378393,208.9804,15.999,192.9814,950,220,60,160,8.69,3.44,0,3.44,20,6,1,5,42.81254524,13.618054,4.34066354,9.27739046,83.42,41,1.245,39.755,180.6624484,92.90637,3.134706,89.771664,523.65,180,2.4,177.6,12.766625,10.32,0,10.32,24.11,18,0.075,17.925,52.43759255,40.854162,0.10928274,40.74487926,298,616,465,K0.4675Na0.4675NbO3Eu0.05Bi0.015
5,3,0.025,2.975,225,83,8,75,531.9378393,208.9804,15.999,192.9814,950,220,60,160,8.69,3.44,0,3.44,20,6,1,5,42.81254524,13.618054,4.34066354,9.27739046,84.1,41,2.075,38.925,182.441812,92.90637,5.22451,87.68186,523.25,180,4,176,12.776875,10.32,0,10.32,24.15,18,0.1,17.9,52.46304901,40.854162,0.1821379,40.6720241,298,616,465,K0.4625Na0.4625NbO3Eu0.05Bi0.025
5,3,0.04,2.96,225,83,8,75,531.9378393,208.9804,15.999,192.9814,950,220,60,160,8.69,3.44,0,3.44,20,6,1,5,42.81254524,13.618054,4.34066354,9.27739046,85.12,41,3.15,37.85,185.1108575,92.90637,7.5982,85.30817,522.65,180,6.4,173.6,12.79225,10.32,0,10.32,24.21,18,0.1,17.9,52.5012337,40.854162,0.28351925,40.57064275,298,616,465,K0.455Na0.455NbO3Eu0.05Bi0.04
5,3,0.05,2.95,225,83,8,75,531.9378393,208.9804,15.999,192.9814,950,220,60,160,8.69,3.44,0,3.44,20,6,1,5,42.81254524,13.618054,4.34066354,9.27739046,85.8,41,3.15,37.85,186.8902212,92.90637,7.5982,85.30817,522.25,180,8,172,12.8025,10.32,0,10.32,24.25,18,0.1,17.9,52.52669016,40.854162,0.28351925,40.57064275,298,616,465,K0.45Na0.45NbO3Eu0.05Bi0.05
5,3,0.05,2.95,225,83,8,75,531.9378393,208.9804,15.999,192.9814,950,220,60,160,8.69,3.44,0,3.44,20,6,1,5,42.81254524,13.618054,4.34066354,9.27739046,87.16,41,3.15,37.85,190.4489485,92.90637,7.5982,85.30817,521.45,180,9.25,170.75,12.823,10.32,0,10.32,24.33,18,0.1,17.9,52.57760308,40.854162,0.28351925,40.57064275,298,616,465,K0.44Na0.44NbO3Eu0.05Bi0.07
5,3,0.05,2.95,225,83,8,75,531.9378393,208.9804,15.999,192.9814,950,220,60,160,8.69,3.44,0,3.44,20,6,1,5,42.81254524,13.618054,4.34066354,9.27739046,89.2,41,3.15,37.85,195.7870394,92.90637,7.5982,85.30817,520.25,180,9.25,170.75,12.85375,10.32,0,10.32,24.45,18,0.1,17.9,52.65397245,40.854162,0.28351925,40.57064275,298,616,465,K0.425Na0.425NbO3Eu0.05Bi0.1
5,3,0.05,2.95,225,83,8,75,531.9378393,208.9804,15.999,192.9814,950,220,60,160,8.69,3.44,0,3.44,20,6,1,5,42.81254524,13.618054,4.34066354,9.27739046,92.6,41,3.15,37.85,204.6838577,92.90637,7.5982,85.30817,518.25,180,9.25,170.75,12.905,10.32,0,10.32,24.65,18,0.1,17.9,52.78125475,40.854162,0.28351925,40.57064275,298,616,465,K0.4Na0.4NbO3Eu0.05Bi0.15
10,6,0.4,5.6,247,83,3,80,599.1034,208.9804,6.94,202.0404,890,200,60,140,9.37,3.44,0,3.44,22,6,1,5,46.67019696,13.618054,5.391714761,8.226339239,216,52,3,49,504.32784,127.6,6.94,120.66,1015,360,74,286,25.81,20.64,0,20.64,48.8,36,0.8,35.2,108.4440296,81.708324,2.268154,79.44017,298,616,465,LiSrBi0.6TeO6Eu0.4
6,4,0.125,3.875,188,64,8,56,444.1527693,157.25,15.999,141.251,750,185,60,125,7.73,3.44,0,3.44,17,6,1,5,37.6697417,13.618054,5.1390767,8.4789773,111.375,42,5.5,36.5,249.4051346,95.95,11.49488464,84.45511536,565.625,240,23.125,216.875,16.835,13.76,0,13.76,31.5,24,0.25,23.75,67.14915598,54.472216,0.708798125,53.76341788,298,616,463,Na0.5Gd0.375MoO4Eu0.125
10,6,0.4,5.6,180,63,8,55,420.11547,151.964,15.999,135.965,715,195,60,135,7.73,3.44,0,3.44,27,12,2,10,41.087658,13.618054,5.5769,8.041154,216.4,91.2,22,69.2,492.275352,222.248752,47.867,174.381752,1021,360,74,286,25.59,20.64,0,20.64,57.6,36,0.8,35.2,109.121837,81.708324,2.268154,79.44017,298,616,399,La1.6ZnTiO6Eu0.4
11.05,6,0.05,5.95,162,63,5,58,381.48,151.964,10.81,141.154,680,215,60,155,8.02,3.44,0,3.44,25,12,2,10,42.192321,13.618054,5.211664,8.40639,203.15,112,3.15,108.85,465.2462,274.654,7.5982,267.0558,1104.25,430,9.25,420.75,28.15,20.64,0,20.64,58.1,36,0.1,35.9,118.4054083,81.708324,0.28351925,81.42480475,298,616,398,Ba2ZnB2O6Eu0.05
5,3,0.05,2.95,113,63,8,55,255.908,151.964,15.999,135.965,565,185,60,125,5.98,3.44,0,3.44,14,6,2,4,32.2297142,13.618054,5.670385,7.947669,68.15,24,3.15,20.85,141.5363,47.997,7.5982,40.3988,500.25,180,9.25,170.75,12.81,10.32,0,10.32,24,18,0.1,17.9,53.77329869,40.854162,0.28351925,40.57064275,298,616,397,Ca0.95TiO3Eu0.05
5,3,0.1,2.9,113,63,8,55,255.908,151.964,15.999,135.965,565,185,60,125,5.98,3.44,0,3.44,14,6,2,4,32.2297142,13.618054,5.670385,7.947669,70.3,24,6.3,17.7,147.1306,47.997,15.1964,32.8006,500.5,180,18.5,161.5,12.76,10.32,0,10.32,24,18,0.2,17.8,53.75116018,40.854162,0.5670385,40.2871235,298,616,397,Ca0.9TiO3Eu0.1
5,3,0.15,2.85,113,63,8,55,255.908,151.964,15.999,135.965,565,185,60,125,5.98,3.44,0,3.44,14,6,2,4,32.2297142,13.618054,5.670385,7.947669,72.45,24,9.45,14.55,152.7249,47.997,22.7946,25.2024,500.75,180,27.75,152.25,12.71,10.32,0,10.32,24,18,0.3,17.7,53.72902167,40.854162,0.85055775,40.00360425,298,616,397,Ca0.85TiO3Eu0.15
5,3,0.2,2.8,113,63,8,55,255.908,151.964,15.999,135.965,565,185,60,125,5.98,3.44,0,3.44,14,6,2,4,32.2297142,13.618054,5.670385,7.947669,74.6,24,12.6,11.4,158.3192,47.997,30.3928,17.6042,501,180,37,143,12.66,10.32,0,10.32,24,18,0.4,17.6,53.70688316,40.854162,1.134077,39.720085,298,616,397,Ca0.8TiO3Eu0.2
5,3,0.005,2.995,126,63,8,55,282.8895385,151.964,15.999,135.965,690,185,60,125,7.59,3.44,0,3.44,17,6,2,4,38.2154826,13.618054,5.670385,7.947669,68.105,24,0.065,23.935,141.4318727,47.997,0.134907693,47.86209231,500.175,180,0.625,179.375,12.81035,10.32,0,10.32,23.995,18,0.015,17.985,53.76908693,40.854162,0.029928842,40.82423316,298,616,397,Ca0.95Ti0.995O3Eu0.05Al0.005
5,3,0.01,2.99,126,63,8,55,282.8895385,151.964,15.999,135.965,690,185,60,125,7.59,3.44,0,3.44,17,6,2,4,38.2154826,13.618054,5.670385,7.947669,68.06,24,0.13,23.87,141.3274454,47.997,0.269815385,47.72718462,500.1,180,1.25,178.75,12.8107,10.32,0,10.32,23.99,18,0.03,17.97,53.76487517,40.854162,0.059857684,40.79430432,298,616,397,Ca0.95Ti0.99O3Eu0.05Al0.01
5,3,0.03,2.97,126,63,8,55,282.8895385,151.964,15.999,135.965,690,185,60,125,7.59,3.44,0,3.44,17,6,2,4,38.2154826,13.618054,5.670385,7.947669,67.88,24,0.39,23.61,140.9097362,47.997,0.809446155,47.18755385,499.8,180,3.75,176.25,12.8121,10.32,0,10.32,23.97,18,0.09,17.91,53.74802814,40.854162,0.179573052,40.67458895,298,616,397,Ca0.95Ti0.97O3Eu0.05Al0.03
5,3,0.05,2.95,126,63,8,55,282.8895385,151.964,15.999,135.965,690,185,60,125,7.59,3.44,0,3.44,17,6,2,4,38.2154826,13.618054,5.670385,7.947669,67.7,24,0.65,23.35,140.4920269,47.997,1.349076925,46.64792308,499.5,180,6.25,173.75,12.8135,10.32,0,10.32,23.95,18,0.1,17.9,53.73118111,40.854162,0.28351925,40.57064275,298,616,397,Ca0.95Ti0.95O3Eu0.05Al0.05
4.925,3,0.15,2.85,113,63,8,55,255.908,151.964,15.999,135.965,565,185,60,125,5.98,3.44,0,3.44,14,6,2,4,32.2297142,13.618054,5.670385,7.947669,70.95,24,9.45,14.55,149.71905,47.997,22.7946,25.2024,487.25,180,27.75,152.25,12.635,10.32,0,10.32,23.85,18,0.3,17.7,53.27053503,40.854162,0.85055775,40.00360425,298,616,397,Ca0.775TiO3Eu0.15
5,3,0.15,2.85,116,63,3,60,262.848,151.964,6.94,145.024,710,185,60,125,6.96,3.44,0,3.44,15,6,1,5,37.62142896,13.618054,5.391714761,8.226339239,69.9,24,0.45,23.55,147.7542,47.997,1.041,46.956,495.5,180,21.75,158.25,12.707,10.32,0,10.32,23.85,18,0.15,17.85,53.6208056,40.854162,0.808757214,40.04540479,298,616,397,Ca0.7TiO3Li0.15Eu0.15
13,8,0.4,7.6,210,71,8,63,492.8433313,174.9668,15.999,158.9678,845,185,60,125,9.72,3.44,0,3.44,22,6,1,5,47.4325027,13.618054,5.1390767,8.4789773,209.2,64,15,49,462.0604206,127.992,30.973762,97.018238,1266,480,70,410,34.13,27.52,0,27.52,63,48,0.8,47.2,142.3742808,108.944432,2.1703484,106.7740836,298,616,396,Na2Lu0.4MoO8PEu0.6
10,6,0.2,5.8,235,73,8,65,563.95568,180.94788,15.999,164.94888,745,185,60,125,6.94,3.44,0,3.44,17,6,2,4,38.3770352,13.618054,5.425871,8.192183,230.4,73,12.6,60.4,527.46412,180.94788,30.3928,150.55508,1042,360,37,323,24.94,20.64,0,20.64,47,36,0.4,35.6,106.9589782,81.708324,1.134077,80.574247,298,616,396,Ca2Lu0.8TaO6Eu0.2
10,6,0.3,5.7,235,73,8,65,563.95568,180.94788,15.999,164.94888,745,185,60,125,6.94,3.44,0,3.44,17,6,2,4,38.3770352,13.618054,5.425871,8.192183,229.6,73,18.9,54.1,525.16384,180.94788,45.5892,135.35868,1043,360,55.5,304.5,24.84,20.64,0,20.64,47,36,0.6,35.4,106.9834296,81.708324,1.7011155,80.0072085,298,616,396,Ca2Lu0.7TaO6Eu0.3
10,6,0.4,5.6,235,73,8,65,563.95568,180.94788,15.999,164.94888,745,185,60,125,6.94,3.44,0,3.44,17,6,2,4,38.3770352,13.618054,5.425871,8.192183,228.8,73,25.2,47.8,522.86356,180.94788,60.7856,120.16228,1044,360,74,286,24.74,20.64,0,20.64,47,36,0.8,35.2,107.007881,81.708324,2.268154,79.44017,298,616,396,Ca2Lu0.6TaO6Eu0.4
10,6,0.5,5.5,235,73,8,65,563.95568,180.94788,15.999,164.94888,745,185,60,125,6.94,3.44,0,3.44,17,6,2,4,38.3770352,13.618054,5.425871,8.192183,228,73,31.5,41.5,520.56328,180.94788,75.982,104.96588,1045,360,87.5,272.5,24.64,20.64,0,20.64,47,36,1,35,107.0323324,81.708324,2.7129355,78.9953885,298,616,396,Ca2Lu0.5TaO6Eu0.5
10,6,0.4,5.6,235,73,8,65,563.95568,180.94788,15.999,164.94888,745,185,60,125,6.94,3.44,0,3.44,17,6,2,4,38.3770352,13.618054,5.425871,8.192183,227.2,73,28.4,44.6,518.263,180.94788,69.98672,110.96116,1046,360,70,290,24.54,20.64,0,20.64,47,36,0.8,35.2,107.0567838,81.708324,2.1703484,79.5379756,298,616,396,Ca2Lu0.4TaO6Eu0.6
10,6,0.3,5.7,235,73,8,65,563.95568,180.94788,15.999,164.94888,745,185,60,125,6.94,3.44,0,3.44,17,6,2,4,38.3770352,13.618054,5.425871,8.192183,226.4,73,21.3,51.7,515.96272,180.94788,52.49004,128.45784,1047,360,52.5,307.5,24.44,20.64,0,20.64,47,36,0.6,35.4,107.0812352,81.708324,1.6277613,80.0805627,298,616,396,Ca2Lu0.3TaO6Eu0.7
10,6,0.2,5.8,235,73,8,65,563.95568,180.94788,15.999,164.94888,745,185,60,125,6.94,3.44,0,3.44,17,6,2,4,38.3770352,13.618054,5.425871,8.192183,225.6,73,14.2,58.8,513.66244,180.94788,34.99336,145.95452,1048,360,35,325,24.34,20.64,0,20.64,47,36,0.4,35.6,107.1056866,81.708324,1.0851742,80.6231498,298,616,396,Ca2Lu0.2TaO6Eu0.8
10,6,0.2,5.8,203,71,8,63,475.91417,174.9668,15.999,158.9678,745,185,60,125,7.04,3.44,0,3.44,17,6,2,4,37.5863152,13.618054,5.425871,8.192183,198.4,56.8,12.6,44.2,439.42261,139.97344,30.3928,109.58064,1042,360,37,323,25.04,20.64,0,20.64,47,36,0.4,35.6,106.1682582,81.708324,1.134077,80.574247,298,616,396,Ca2Lu0.8NbO6Eu0.2
10,6,0.3,5.7,203,71,8,63,475.91417,174.9668,15.999,158.9678,745,185,60,125,7.04,3.44,0,3.44,17,6,2,4,37.5863152,13.618054,5.425871,8.192183,197.6,49.7,18.9,30.8,437.12233,122.47676,45.5892,76.88756,1043,360,55.5,304.5,24.94,20.64,0,20.64,47,36,0.6,35.4,106.1927096,81.708324,1.7011155,80.0072085,298,616,396,Ca2Lu0.7NbO6Eu0.3
10,6,0.4,5.6,203,71,8,63,475.91417,174.9668,15.999,158.9678,745,185,60,125,7.04,3.44,0,3.44,17,6,2,4,37.5863152,13.618054,5.425871,8.192183,196.8,48,25.2,22.8,434.82205,104.98008,60.7856,44.19448,1044,360,74,286,24.84,20.64,0,20.64,47,36,0.8,35.2,106.217161,81.708324,2.268154,79.44017,298,616,396,Ca2Lu0.6NbO6Eu0.4
10,6,0.5,5.5,203,71,8,63,475.91417,174.9668,15.999,158.9678,745,185,60,125,7.04,3.44,0,3.44,17,6,2,4,37.5863152,13.618054,5.425871,8.192183,196,48,31.5,16.5,432.52177,95.994,75.982,20.012,1045,360,87.5,272.5,24.74,20.64,0,20.64,47,36,1,35,106.2416124,81.708324,2.7129355,78.9953885,298,616,396,Ca2Lu0.5NbO6Eu0.5
10,6,0.4,5.6,203,71,8,63,475.91417,174.9668,15.999,158.9678,745,185,60,125,7.04,3.44,0,3.44,17,6,2,4,37.5863152,13.618054,5.425871,8.192183,195.2,48,28.4,19.6,430.22149,95.994,69.98672,26.00728,1046,360,70,290,24.64,20.64,0,20.64,47,36,0.8,35.2,106.2660638,81.708324,2.1703484,79.5379756,298,616,396,Ca2Lu0.4NbO6Eu0.6
10,6,0.3,5.7,203,71,8,63,475.91417,174.9668,15.999,158.9678,745,185,60,125,7.04,3.44,0,3.44,17,6,2,4,37.5863152,13.618054,5.425871,8.192183,194.4,48,21.3,26.7,427.92121,106.3748,52.49004,53.88476,1047,360,52.5,307.5,24.54,20.64,0,20.64,47,36,0.6,35.4,106.2905152,81.708324,1.6277613,80.0805627,298,616,396,Ca2Lu0.3NbO6Eu0.7
10,6,0.2,5.8,203,71,8,63,475.91417,174.9668,15.999,158.9678,745,185,60,125,7.04,3.44,0,3.44,17,6,2,4,37.5863152,13.618054,5.425871,8.192183,193.6,50.4,14.2,36.2,425.62093,121.5712,34.99336,86.57784,1048,360,35,325,24.44,20.64,0,20.64,47,36,0.4,35.6,106.3149666,81.708324,1.0851742,80.6231498,298,616,396,Ca2Lu0.2NbO6Eu0.8
29,17,0.02,16.98,260,71,5,66,629.97227,174.9668,10.81,164.1568,915,215,60,155,8.47,3.44,0,3.44,18,6,2,4,43.800893,13.618054,5.211664,8.40639,626.92,346.48,1.14,345.34,1472.499493,853.837984,2.7781094,851.0598746,2751.4,1020,3.9,1016.1,75.362,58.48,0,58.48,131.02,102,0.06,101.94,310.577168,231.506918,0.111538,231.39538,298,616,396,Ba2Lu4.88La0.02B5O17Eu0.1
29,17,0.02,16.98,260,71,5,66,629.97227,174.9668,10.81,164.1568,915,215,60,155,8.47,3.44,0,3.44,18,6,2,4,43.800893,13.618054,5.211664,8.40639,625.32,332.28,1.14,331.14,1467.898933,818.844624,2.7781094,816.0665146,2753.4,1020,3.9,1016.1,75.162,58.48,0,58.48,131.02,102,0.06,101.94,310.6260708,231.506918,0.111538,231.39538,298,616,396,Ba2Lu4.68La0.02B5O17Eu0.3
29,17,0.02,16.98,260,71,5,66,629.97227,174.9668,10.81,164.1568,915,215,60,155,8.47,3.44,0,3.44,18,6,2,4,43.800893,13.618054,5.211664,8.40639,623.72,318.08,1.14,316.94,1463.298373,783.851264,2.7781094,781.0731546,2755.4,1020,3.9,1016.1,74.962,58.48,0,58.48,131.02,102,0.06,101.94,310.6749736,231.506918,0.111538,231.39538,298,616,396,Ba2Lu4.48La0.02B5O17Eu0.5
29,17,0.02,16.98,260,71,5,66,629.97227,174.9668,10.81,164.1568,915,215,60,155,8.47,3.44,0,3.44,18,6,2,4,43.800893,13.618054,5.211664,8.40639,622.92,310.98,1.14,309.84,1460.998093,766.354584,2.7781094,763.5764746,2756.4,1020,3.9,1016.1,74.862,58.48,0,58.48,131.02,102,0.06,101.94,310.699425,231.506918,0.111538,231.39538,298,616,396,Ba2Lu4.38La0.02B5O17Eu0.6
29,17,0.02,16.98,260,71,5,66,629.97227,174.9668,10.81,164.1568,915,215,60,155,8.47,3.44,0,3.44,18,6,2,4,43.800893,13.618054,5.211664,8.40639,622.12,303.88,1.14,302.74,1458.697813,748.857904,2.7781094,746.0797946,2757.4,1020,3.9,1016.1,74.762,58.48,0,58.48,131.02,102,0.06,101.94,310.7238764,231.506918,0.111538,231.39538,298,616,396,Ba2Lu4.28La0.02B5O17Eu0.7
29,17,0.02,16.98,260,71,5,66,629.97227,174.9668,10.81,164.1568,915,215,60,155,8.47,3.44,0,3.44,18,6,2,4,43.800893,13.618054,5.211664,8.40639,620.52,289.68,1.14,288.54,1454.097253,713.864544,2.7781094,711.0864346,2759.4,1020,3.9,1016.1,74.562,58.48,0,58.48,131.02,102,0.06,101.94,310.7727792,231.506918,0.111538,231.39538,298,616,396,Ba2Lu4.08La0.02B5O17Eu0.9
29,17,0.02,16.98,260,71,5,66,629.97227,174.9668,10.81,164.1568,915,215,60,155,8.47,3.44,0,3.44,18,6,2,4,43.800893,13.618054,5.211664,8.40639,619.72,282.58,1.14,281.44,1451.796973,696.367864,2.7781094,693.5897546,2760.4,1020,3.9,1016.1,74.462,58.48,0,58.48,131.02,102,0.06,101.94,310.7972306,231.506918,0.111538,231.39538,298,616,396,Ba2Lu3.98La0.02B5O17Eu1
26,16,1,15,156,74,8,66,374.7927693,183.84,15.999,167.841,560,185,60,125,6.07,3.44,0,3.44,15,6,1,5,32.2915457,13.618054,5.1390767,8.4789773,542,296,55,241,1258.256846,735.36,114.9488464,620.4111536,2585,960,185,775,66.49,55.04,0,55.04,127,96,2,94,280.7107525,217.888864,5.670385,212.218479,298,616,395,Na5W4O16Eu1
10,6,0.05,5.95,191,63,8,55,444.619,151.964,15.999,135.965,725,185,60,125,8.27,3.44,0,3.44,18,6,2,4,39.7963384,13.618054,5.670385,7.947669,188.7,51,3.15,47.85,414.5853,121.76,7.5982,114.1618,1021.5,360,9.25,350.75,26.381,20.64,0,20.64,47.95,36,0.1,35.9,108.3235801,81.708324,0.28351925,81.42480475,298,616,395,Ca2In0.95SbO6Eu0.05
10,6,0.1,5.9,191,63,8,55,444.619,151.964,15.999,135.965,725,185,60,125,8.27,3.44,0,3.44,18,6,2,4,39.7963384,13.618054,5.670385,7.947669,189.4,51,6.3,44.7,416.4426,121.76,15.1964,106.5636,1023,360,18.5,341.5,26.292,20.64,0,20.64,47.9,36,0.2,35.8,108.3177816,81.708324,0.5670385,81.1412855,298,616,395,Ca2In0.9SbO6Eu0.1
10,6,0.2,5.8,191,63,8,55,444.619,151.964,15.999,135.965,725,185,60,125,8.27,3.44,0,3.44,18,6,2,4,39.7963384,13.618054,5.670385,7.947669,190.8,51,12.6,38.4,420.1572,121.76,30.3928,91.3672,1026,360,37,323,26.114,20.64,0,20.64,47.8,36,0.4,35.6,108.3061846,81.708324,1.134077,80.574247,298,616,395,Ca2In0.8SbO6Eu0.2
10,6,0.4,5.6,191,63,8,55,444.619,151.964,15.999,135.965,725,185,60,125,8.27,3.44,0,3.44,18,6,2,4,39.7963384,13.618054,5.670385,7.947669,193.6,51,25.2,25.8,427.5864,121.76,60.7856,60.9744,1032,360,74,286,25.758,20.64,0,20.64,47.6,36,0.8,35.2,108.2829905,81.708324,2.268154,79.44017,298,616,395,Ca2In0.6SbO6Eu0.4
10,6,0.4,5.6,191,63,8,55,444.619,151.964,15.999,135.965,725,185,60,125,8.27,3.44,0,3.44,18,6,2,4,39.7963384,13.618054,5.670385,7.947669,196.4,51,19.6,31.4,435.0156,121.76,45.9272,75.8328,1038,360,62,298,25.402,20.64,0,20.64,47.4,36,1.2,34.8,108.2597965,81.708324,2.31454208,79.39378192,298,616,395,Ca2In0.4SbO6Eu0.6
10,6,0.2,5.8,191,63,8,55,444.619,151.964,15.999,135.965,725,185,60,125,8.27,3.44,0,3.44,18,6,2,4,39.7963384,13.618054,5.670385,7.947669,199.2,51,9.8,41.2,442.4448,121.76,22.9636,98.7964,1044,360,31,329,25.046,20.64,0,20.64,47.2,36,0.6,35.4,108.2366024,81.708324,1.15727104,80.55105296,298,616,395,Ca2In0.2SbO6Eu0.8
